1,4,10,2,20,U,1,114.0
2,4,10,2,20,S,1,56.0,0,1,1,1
3,4,10,2,20,U,1,102.25
4,4,10,2,20,S,1,62.25,1,0,0,0
5,4,10,2,20,S,1,31.0,0,0,1,1
6,4,10,2,20,S,1,93.0,1,1,0,1
7,4,10,2,20,S,1,13.0,0,0,0,0
8,4,10,2,20,U,1,102.75
9,4,10,2,20,U,1,101.0
10,4,10,2,20,U,1,114.75
11,8,16,2,32,U,1,2796.75
12,8,16,2,32,U,1,2305.0
13,8,16,2,32,S,1,1280.25,1,0,0,0,1,0,1,0
14,8,16,2,32,S,1,760.75,0,1,0,0,1,1,1,1
15,8,16,2,32,U,1,2328.25
16,8,16,2,32,U,1,2238.0
17,8,16,2,32,S,1,1175.0,1,0,0,0,0,0,1,0
18,8,16,2,32,U,1,2156.75
19,8,16,2,32,S,1,666.25,0,1,0,0,0,1,1,0
20,8,16,2,32,S,1,1598.0,1,0,1,0,1,1,1,1
21,12,24,2,48,S,1,7025.0,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,48,S,1,3524.75,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,48,U,1,49649.0
24,12,24,2,48,U,1,45479.25
25,12,24,2,48,S,1,3744.25,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,48,U,1,52964.0
27,12,24,2,48,U,1,47894.0
28,12,24,2,48,S,1,31279.75,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,48,U,1,47592.75
30,12,24,2,48,S,1,11496.0,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,64,S,1,132925.75,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,64,U,1,1012860.5
33,16,32,2,64,S,1,364304.0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,64,S,1,373257.0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,64,U,1,960353.0
36,16,32,2,64,S,1,342778.25,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,64,U,1,958693.0
38,16,32,2,64,U,1,977723.0
39,16,32,2,64,S,1,744342.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,64,U,1,981533.0
41,18,36,2,72,U,1,4395512.0
42,18,36,2,72,U,1,4593036.0
43,18,36,2,72,U,1,4476613.0
44,18,36,2,72,U,1,4486692.0
45,18,36,2,72,U,1,4415253.0
46,18,36,2,72,U,1,4504342.0
47,18,36,2,72,U,1,4487722.0
48,18,36,2,72,S,1,4145520.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,72,U,1,4436572.75
50,18,36,2,72,S,1,1183993.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,20,40,2,80,U,1,19771004.75
52,20,40,2,80,U,1,20655308.0
53,20,40,2,80,S,1,4758561.25,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,2,80,U,1,21473079.0
55,20,40,2,80,U,1,20865987.0
56,20,40,2,80,U,1,20731165.0
57,20,40,2,80,U,1,20148233.75
58,20,40,2,80,S,1,15476921.25,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,2,80,U,1,20467854.25
60,20,40,2,80,S,1,2220937.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,22,44,2,88,S,1,70911005.0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
62,22,44,2,88,U,1,88177532.25
63,22,44,2,88,U,1,87948477.75
64,22,44,2,88,U,1,87770209.0
65,22,44,2,88,U,1,91765807.0
66,22,44,2,88,U,1,87332263.0
67,22,44,2,88,U,1,85948253.0
68,22,44,2,88,U,1,86083607.0
69,22,44,2,88,U,1,86274377.0
70,22,44,2,88,U,1,88531793.0
71,24,48,2,96,S,1,108519219.0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
72,24,48,2,96,U,1,419547598.25
73,24,48,2,96,U,1,416549224.0
74,24,48,2,96,S,1,205795140.0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,2,96,U,1,420144618.25
76,24,48,2,96,U,1,394328049.25
77,24,48,2,96,U,1,397271321.0
78,24,48,2,96,U,1,476803312.25
79,24,48,2,96,U,1,436530839.5
80,24,48,2,96,S,1,140125861.0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
81,4,20,3,60,U,1,1820813.25
82,4,20,3,60,S,1,140.25,1,0,0,0
83,4,20,3,60,S,1,111.0,0,1,1,0
84,4,20,3,60,S,1,224.0,1,1,1,0
85,4,20,3,60,U,1,237.5
86,4,20,3,60,S,1,209.0,1,1,0,1
87,4,20,3,60,U,1,238.25
88,4,20,3,60,U,1,238.75
89,4,20,3,60,U,1,238.25
90,4,20,3,60,S,1,168.0,1,0,1,0
91,8,40,3,120,S,1,4585.0,0,1,1,1,1,0,0,1
92,8,40,3,120,S,1,403.0,0,0,0,0,1,0,0,0
93,8,40,3,120,S,1,4370.75,1,0,0,1,0,1,1,0
94,8,40,3,120,U,1,7502.25
95,8,40,3,120,U,1,7768.25
96,8,40,3,120,U,1,7152.75
97,8,40,3,120,U,1,8165.0
98,8,40,3,120,U,1,7030.0
99,8,40,3,120,U,1,9242.0
100,8,40,3,120,U,1,6949.0
101,12,60,3,180,U,1,155151.75
102,12,60,3,180,S,1,16159.0,0,0,0,1,0,1,0,0,0,0,0,0
103,12,60,3,180,U,1,156175.0
104,12,60,3,180,S,1,71076.0,0,1,1,1,0,0,0,1,1,0,0,0
105,12,60,3,180,U,1,152849.75
106,12,60,3,180,U,1,153814.0
107,12,60,3,180,U,1,152846.0
108,12,60,3,180,U,1,154756.75
109,12,60,3,180,S,1,79467.75,1,0,0,0,0,0,0,0,0,1,0,0
110,12,60,3,180,U,1,156349.0
111,16,80,3,240,U,1,3262237.75
112,16,80,3,240,S,1,1704552.75,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
113,16,80,3,240,U,1,3695411.0
114,16,80,3,240,U,1,3733426.25
115,16,80,3,240,U,1,3464138.0
116,16,80,3,240,U,1,3483959.25
117,16,80,3,240,U,1,3459175.75
118,16,80,3,240,U,1,3426974.25
119,16,80,3,240,U,1,3355787.75
120,16,80,3,240,S,1,278956.0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,18,90,3,270,U,1,15341765.0
122,18,90,3,270,U,1,15270659.0
123,18,90,3,270,U,1,15234793.0
124,18,90,3,270,U,1,15490219.5
125,18,90,3,270,U,1,15479414.0
126,18,90,3,270,S,1,2898339.75,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
127,18,90,3,270,S,1,1290499.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,18,90,3,270,S,1,9611172.0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3,270,U,1,15695791.0
130,18,90,3,270,S,1,7647488.25,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,20,100,3,300,S,1,55391809.25,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1
132,20,100,3,300,U,1,70942656.0
133,20,100,3,300,S,1,38999058.75,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
134,20,100,3,300,U,1,70147656.0
135,20,100,3,300,S,1,61590514.0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
136,20,100,3,300,U,1,69159788.0
137,20,100,3,300,U,1,68479245.0
138,20,100,3,300,S,1,39206240.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
139,20,100,3,300,U,1,68722634.0
140,20,100,3,300,U,1,67128047.0
141,22,110,3,330,S,1,267996740.75,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
142,22,110,3,330,S,1,30341419.0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
143,22,110,3,330,U,1,299143090.0
144,22,110,3,330,U,1,302235845.0
145,22,110,3,330,U,1,298994989.25
146,22,110,3,330,U,1,301018684.0
147,22,110,3,330,U,1,300540495.75
148,22,110,3,330,U,1,300683186.0
149,22,110,3,330,S,1,244996391.0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
150,22,110,3,330,S,1,54869403.0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
kSAT,deepmind,150,54,96,150,150
